2024-04-09 00:29:15.621 [main] INFO  skf.core.SEEAbstractFederateAmbassador - SEEAbstractFederateAmbassador Costruttore
2024-04-09 00:29:15.638 [main] INFO  skf.config.ConfigurationFactory - Importing the SFK configuration file
2024-04-09 00:29:15.780 [main] INFO  skf.core.SEEHLAModule - Connecting to HLA/RTI.
2024-04-09 00:29:15.835 [main] INFO  skf.core.SEERTIAmbassador - Vendor HLA/RTI: name:pRTI 1516, rtiVersion: v5.5.9, hlaVersion: HLA IEEE 1516-2010
2024-04-09 00:29:16.216 [main] INFO  skf.core.SEEHLAModule - Loading FOMs modules.
2024-04-09 00:29:16.218 [main] INFO  skf.core.SEEHLAModule - Join the federate ' Habitation ' into the Federation execution ' SEE 2024 '.
2024-04-09 00:29:16.444 [prti1516e: LRC[0x0fc258b1] Federate service] INFO  skf.core.SEEAbstractFederateAmbassador - Synchronization point announced: INITIALIZATION_COMPLETED
2024-04-09 00:29:16.448 [main] INFO  skf.core.SEEHLAModule - Asynchronous delivery enabled.
2024-04-09 00:29:16.449 [main] INFO  skf.core.SEEHLAModule - Subscribed to the Subject
2024-04-09 00:29:16.459 [main] INFO  skf.core.SEEHLAModule - The ObjectClass 'class skf.model.object.executionConfiguration.ExecutionConfiguration' has been subscribed.
2024-04-09 00:29:16.479 [prti1516e: LRC[0x0fc258b1] Federate service] INFO  skf.core.SEEAbstractFederateAmbassador - ObjectInstanceHandle: instance<102>, ObjectClassHandle: objectClass<9>, Name: ExCO, FederateHandle: null
2024-04-09 00:29:16.515 [main] INFO  skf.core.SEEHLAModule - The Interaction ' ModeTransitionRequest [execution_mode=null] ' has been published.
2024-04-09 00:29:16.520 [main] INFO  skf.core.SEEHLAModule - The Object ' model.Habitation@35e478f ' has been published.
2024-04-09 00:29:16.520 [main] INFO  skf.core.SEEHLAModule - Subscribing the ' AitkenBasinLocalFixed ' ReferenceFrame
2024-04-09 00:29:16.531 [main] INFO  skf.core.SEEHLAModule - Set up time management.
2024-04-09 00:29:16.531 [main] INFO  skf.core.SEEHLAModule - Time constrained enabled.
2024-04-09 00:29:16.545 [prti1516e: LRC[0x0fc258b1] Federate service] INFO  skf.core.SEEAbstractFederateAmbassador - ObjectInstanceHandle: instance<1103>, ObjectClassHandle: objectClass<8>, Name: SunCentricInertial, FederateHandle: null
2024-04-09 00:29:16.552 [prti1516e: LRC[0x0fc258b1] Federate service] INFO  skf.core.SEEAbstractFederateAmbassador - ObjectInstanceHandle: instance<1110>, ObjectClassHandle: objectClass<8>, Name: EarthMoonL2Rotating, FederateHandle: null
2024-04-09 00:29:16.553 [prti1516e: LRC[0x0fc258b1] Federate service] INFO  skf.core.SEEAbstractFederateAmbassador - ObjectInstanceHandle: instance<1108>, ObjectClassHandle: objectClass<8>, Name: MoonCentricInertial, FederateHandle: null
2024-04-09 00:29:16.553 [prti1516e: LRC[0x0fc258b1] Federate service] INFO  skf.core.SEEAbstractFederateAmbassador - ObjectInstanceHandle: instance<1112>, ObjectClassHandle: objectClass<8>, Name: MarsCentricFixed, FederateHandle: null
2024-04-09 00:29:16.553 [prti1516e: LRC[0x0fc258b1] Federate service] INFO  skf.core.SEEAbstractFederateAmbassador - ObjectInstanceHandle: instance<1111>, ObjectClassHandle: objectClass<8>, Name: MarsCentricInertial, FederateHandle: null
2024-04-09 00:29:16.553 [prti1516e: LRC[0x0fc258b1] Federate service] INFO  skf.core.SEEAbstractFederateAmbassador - ObjectInstanceHandle: instance<1107>, ObjectClassHandle: objectClass<8>, Name: EarthCentricFixed, FederateHandle: null
2024-04-09 00:29:16.553 [prti1516e: LRC[0x0fc258b1] Federate service] INFO  skf.core.SEEAbstractFederateAmbassador - ObjectInstanceHandle: instance<1105>, ObjectClassHandle: objectClass<8>, Name: EarthMoonBarycentricRotating, FederateHandle: null
2024-04-09 00:29:16.553 [prti1516e: LRC[0x0fc258b1] Federate service] INFO  skf.core.SEEAbstractFederateAmbassador - ObjectInstanceHandle: instance<1104>, ObjectClassHandle: objectClass<8>, Name: EarthMoonBarycentricInertial, FederateHandle: null
