2024-04-17 14:10:15.877 [main] INFO  skf.core.SEEAbstractFederateAmbassador - SEEAbstractFederateAmbassador Costruttore
2024-04-17 14:10:15.927 [main] INFO  skf.config.ConfigurationFactory - Importing the SFK configuration file
2024-04-17 14:10:16.079 [main] INFO  skf.core.SEEHLAModule - Connecting to HLA/RTI.
2024-04-17 14:10:16.138 [main] INFO  skf.core.SEERTIAmbassador - Vendor HLA/RTI: name:pRTI 1516, rtiVersion: v5.5.9, hlaVersion: HLA IEEE 1516-2010
2024-04-17 14:10:16.517 [main] INFO  skf.core.SEEHLAModule - Loading FOMs modules.
2024-04-17 14:10:16.518 [main] INFO  skf.core.SEEHLAModule - Join the federate ' TestCommHub ' into the Federation execution ' SEE 2024 '.
2024-04-17 14:10:16.737 [main] INFO  skf.core.SEEHLAModule - Asynchronous delivery enabled.
2024-04-17 14:10:16.737 [main] INFO  skf.core.SEEHLAModule - Subscribed to the Subject
2024-04-17 23:10:54.630 [main] INFO  skf.core.SEEAbstractFederateAmbassador - SEEAbstractFederateAmbassador Costruttore
2024-04-17 23:10:54.652 [main] INFO  skf.config.ConfigurationFactory - Importing the SFK configuration file
2024-04-17 23:10:54.783 [main] INFO  skf.core.SEEHLAModule - Connecting to HLA/RTI.
2024-04-17 23:10:54.829 [main] INFO  skf.core.SEERTIAmbassador - Vendor HLA/RTI: name:pRTI 1516, rtiVersion: v5.5.9, hlaVersion: HLA IEEE 1516-2010
2024-04-17 23:10:55.189 [main] INFO  skf.core.SEEHLAModule - Loading FOMs modules.
2024-04-17 23:10:55.190 [main] INFO  skf.core.SEEHLAModule - Join the federate ' TestCommHub ' into the Federation execution ' SEE 2024 '.
2024-04-17 23:11:16.269 [main] INFO  skf.core.SEEAbstractFederateAmbassador - SEEAbstractFederateAmbassador Costruttore
2024-04-17 23:11:16.281 [main] INFO  skf.config.ConfigurationFactory - Importing the SFK configuration file
2024-04-17 23:11:16.407 [main] INFO  skf.core.SEEHLAModule - Connecting to HLA/RTI.
2024-04-17 23:11:16.458 [main] INFO  skf.core.SEERTIAmbassador - Vendor HLA/RTI: name:pRTI 1516, rtiVersion: v5.5.9, hlaVersion: HLA IEEE 1516-2010
2024-04-17 23:11:17.208 [main] INFO  skf.core.SEEHLAModule - Loading FOMs modules.
2024-04-17 23:11:17.209 [main] INFO  skf.core.SEEHLAModule - Join the federate ' TestCommHub ' into the Federation execution ' SEE 2024 '.
2024-04-17 23:11:18.128 [main] INFO  skf.core.SEEHLAModule - Asynchronous delivery enabled.
2024-04-17 23:11:18.129 [main] INFO  skf.core.SEEHLAModule - Subscribed to the Subject
2024-04-17 23:11:18.240 [prti1516e: LRC[0x6ebf0f36] Federate service] INFO  skf.core.SEEAbstractFederateAmbassador - Synchronization point announced: INITIALIZATION_COMPLETED
